Date,Time,TxBat(V),VFR 900M(%),RSSI 900M(dB),RX,AccX(g),RxBatt(V),Power 900M(mW),AccZ(g),RSSI 2.4G(dB),RX,AccY(g),VFR 2.4G(%),Rx VFR(%),R.angle(°),P.angle(°),ADC2(V),GPS speed(km/h),GPS,GPS alt(m),GPS clock(),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Ext1,Ext2,Pot3,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH36,CH37,CH38,CH39,CH40,CH41,CH42,CH43,CH44,CH45,CH46,CH47,CH48,CH49,CH50,CH51,CH52,CH53,CH54,CH55,CH56,CH57,CH58,CH59,CH60,CH61,CH62,CH63,CH64,
2026-05-29,09:36:09.080,8.21,97,100,0,-0.150,5.96,25,0.997,88,0,-0.011,100,100,-1.72,-7.41,0.00,0,0.000000 12.873600,1,,0,0,-1021,0,-430,1,64,36,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.020,8.21,100,100,0,-0.150,5.98,25,0.993,88,0,-0.011,100,100,-1.90,-8.09,0.00,1,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-430,2,64,35,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.140,8.21,100,100,0,-0.149,5.99,25,0.995,88,0,-0.013,100,100,-1.89,-8.12,0.00,1,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-429,0,64,36,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.250,8.21,100,100,0,-0.149,5.99,25,0.995,88,0,-0.013,100,100,-1.89,-8.12,0.00,1,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-429,0,63,35,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.370,8.21,100,100,0,-0.148,5.99,25,0.993,88,0,-0.011,100,100,-1.92,-8.15,0.00,1,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-430,2,64,35,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.480,8.21,100,100,0,-0.151,6.00,25,1.007,88,0,-0.012,100,100,-1.93,-8.19,0.00,0,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-430,1,64,36,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.590,8.21,100,100,0,-0.151,5.97,25,1.007,89,0,-0.012,100,100,-1.93,-8.19,0.00,0,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-430,0,64,37,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.710,8.21,100,100,0,-0.154,5.98,25,0.993,89,0,-0.013,100,100,-1.93,-8.21,0.00,0,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-430,0,64,35,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.830,8.21,100,100,0,-0.149,5.99,25,0.995,89,0,-0.014,100,100,-1.95,-8.24,0.00,0,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-430,0,64,35,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2026-05-29,09:36:09.940,8.21,100,100,0,-0.149,5.99,25,0.995,88,0,-0.014,100,100,-1.95,-8.24,0.00,0,55.415800 12.873600,7,2026-05-29 09:36:09,0,0,-1021,0,-429,1,65,34,322,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,36,8,-1024,0,36,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
